Year,Accepted_Penalty_Count,Penalty_Yards,Team_Penalty_Count,Team_Penalty_Yards,wins,losses,win_loss_perc,points,points_opp,points_diff,g,total_yards,plays_offense,yds_per_play_offense,turnovers,fumbles_lost,first_down,pass_cmp,pass_att,pass_yds,pass_td,pass_int,pass_net_yds_per_att,pass_fd,rush_att,rush_yds,rush_td,rush_yds_per_att,rush_fd,score_pct,turnover_pct,exp_pts_tot,Superbowl Champion,Pass_yds_per_att,Rush_yds_per_att,total_tds,total_fds,Team_Atlanta Falcons,Team_Baltimore Ravens,Team_Buffalo Bills,Team_Carolina Panthers,Team_Chicago Bears,Team_Cincinnati Bengals,Team_Cleveland Browns,Team_Dallas Cowboys,Team_Denver Broncos,Team_Detroit Lions,Team_Green Bay Packers,Team_Houston Texans,Team_Indianapolis Colts,Team_Jacksonville Jaguars,Team_Kansas City Chiefs,Team_Las Vegas Raiders,Team_Los Angeles Chargers,Team_Los Angeles Rams,Team_Miami Dolphins,Team_Minnesota Vikings,Team_New England Patriots,Team_New Orleans Saints,Team_New York Giants,Team_New York Jets,Team_Philadelphia Eagles,Team_Pittsburgh Steelers,Team_San Francisco 49ers,Team_Seattle Seahawks,Team_Tampa Bay Buccaneers,Team_Tennessee Titans,Team_Washington Commanders
2007,204.48182394558847,1697.0475987280875,99.56650428002912,834.801505766337,10,6,0.625,393,269,124,16,5239,1000,5.2,22,8,298,282,442,3071,34,14,6.3,179,511,2168,9,4.2,108,37.7,11.4,-18.96,0.0,6.947963800904978,4.2426614481409,43,287,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2008,202.57477725376683,1626.2652544593832,97.34270550631207,814.6303110409666,12,4,0.75,347,223,124,16,4991,1015,4.9,25,10,290,303,506,3301,19,15,5.9,179,460,1690,16,3.7,93,32.6,12.6,-199.86,1.0,6.523715415019763,3.6739130434782608,35,272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2009,187.0,1676.0,85.0,773.0,9,7,0.563,368,324,44,16,5941,1014,5.9,25,11,331,351,536,4148,28,14,7.1,210,428,1793,10,4.2,96,35.5,12.6,-69.44,0.0,7.7388059701492535,4.1892523364485985,38,306,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2010,187.0,1624.0,100.0,903.0,12,4,0.75,375,232,143,16,5525,993,5.6,18,9,295,298,479,3601,22,9,6.9,175,471,1924,15,4.1,106,36.9,9.5,-133.72,0.0,7.517745302713988,4.084925690021231,37,281,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2011,197.0,1624.0,100.0,839.0,12,4,0.75,325,227,98,16,5957,1015,5.9,28,13,341,341,539,4054,21,15,7.0,221,434,1903,13,4.4,96,33.9,16.7,-91.67,0.0,7.521335807050093,4.38479262672811,34,317,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2012,192.0,1820.0,92.0,938.0,8,8,0.5,336,314,22,16,5324,1023,5.2,30,16,307,354,574,3787,27,14,6.2,202,412,1537,8,3.7,80,33.9,15.6,-108.05,0.0,6.597560975609756,3.7305825242718447,35,282,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2013,167.0,1443.0,76.0,648.0,8,8,0.5,379,370,9,16,5400,1023,5.3,24,10,312,377,586,4017,28,14,6.4,207,394,1383,9,3.5,81,35.4,12.7,26.81,0.0,6.854948805460751,3.510152284263959,37,288,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2014,200.0,1669.0,103.0,834.0,11,5,0.688,436,368,68,16,6577,1068,6.2,21,11,379,411,612,4825,33,10,7.5,243,423,1752,10,4.1,98,41.4,11.5,156.58,0.0,7.883986928104576,4.141843971631205,43,341,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2015,215.0,2067.0,94.0,868.0,10,6,0.625,423,319,104,16,6327,1011,6.3,28,7,331,391,590,4603,26,21,7.4,207,388,1724,16,4.4,91,40.5,13.7,22.98,0.0,7.801694915254237,4.443298969072165,42,298,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2016,221.0,1988.0,112.0,1068.0,11,5,0.688,399,327,72,16,5962,1026,5.8,18,3,336,381,596,4202,33,15,6.8,210,409,1760,13,4.3,97,38.5,9.9,-22.48,0.0,7.050335570469799,4.30317848410758,46,307,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2017,211.0,1938.0,101.0,897.0,13,3,0.813,406,308,98,16,6047,1051,5.8,20,5,348,384,590,4380,29,15,7.1,217,437,1667,12,3.8,96,43.0,10.6,-32.55,0.0,7.423728813559322,3.814645308924485,41,313,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2018,247.0,2196.0,111.0,1026.0,9,6,0.594,428,360,68,16,6453,1058,6.1,26,9,378,459,689,5008,35,17,7.0,251,345,1445,16,4.2,88,36.8,14.3,156.16,0.0,7.268505079825834,4.188405797101449,51,339,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2019,226.0,2005.0,111.0,887.0,8,8,0.5,289,303,-14,16,4428,937,4.7,30,11,265,315,510,2981,18,19,5.5,147,395,1447,7,3.7,75,28.9,16.0,-85.56,0.0,5.845098039215686,3.6632911392405063,25,222,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2020,184.0,1671.0,81.0,691.0,12,4,0.75,416,312,104,16,5354,1043,5.1,18,7,322,428,656,4003,35,11,6.0,206,373,1351,12,3.6,81,37.2,8.5,78.22,0.0,6.102134146341464,3.6219839142091153,47,287,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2021,222.0,1800.0,100.0,788.0,9,7,0.559,343,398,-55,17,5361,1113,4.8,20,9,323,425,664,3778,23,11,5.4,204,411,1583,10,3.9,85,34.7,9.5,-14.49,0.0,5.6897590361445785,3.851581508515815,33,289,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2022,177.0,1343.0,90.0,691.0,9,8,0.529,308,346,-38,17,5484,1109,4.9,19,5,345,364,571,3411,12,14,5.6,189,500,2073,16,4.1,129,35.0,9.6,42.17,0.0,5.973730297723293,4.146,28,318,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2023,197.29084579541467,1544.3840210195647,109.57361664497444,888.4161444246707,10,7,0.588,304,324,-20,17,5173,1029,5.0,16,7,287,323,506,3163,13,9,5.8,153,487,2010,16,4.1,115,29.9,7.7,-16.68,0.0,6.25098814229249,4.1273100616016425,29,268,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2003,191.23280208427434,1698.8862035690918,97.5785473307293,804.0107733112854,7,9,0.438,384,337,47,16,5687,1038,5.5,25,10,313,299,511,3408,25,15,6.3,172,499,2279,16,4.6,118,35.1,12.4,-56.95,0.0,6.669275929549902,4.567134268537074,41,290,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2004,200.46257609794714,1706.1533501248916,94.63801220903274,862.1609570840745,2,14,0.125,259,452,-193,16,4585,1026,4.5,40,19,280,325,561,3136,16,21,5.1,172,413,1449,10,3.5,83,22.0,20.0,-234.6,0.0,5.590017825311943,3.5084745762711864,26,255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2005,209.34342408007242,1710.3163683751789,99.58849438103496,878.9255732659326,4,12,0.25,239,428,-189,16,3587,865,4.1,35,14,191,204,389,1898,8,21,4.3,96,428,1689,9,3.9,70,21.9,16.3,-278.06,0.0,4.879177377892031,3.946261682242991,17,166,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2006,203.45368181618616,1752.5955136850007,99.66443887228338,860.2503575700299,7,9,0.438,298,412,-114,16,4860,917,5.3,32,16,243,257,444,2688,16,16,5.6,132,438,2172,12,5.0,97,30.2,15.3,-179.97,0.0,6.054054054054054,4.958904109589041,28,229,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2007,197.25812783814763,1627.4750243981869,108.84567748208354,890.4051365459628,5,11,0.313,219,364,-145,16,3797,925,4.1,34,17,218,274,513,2320,15,17,4.1,140,357,1477,8,4.1,65,19.7,15.8,-316.28,0.0,4.522417153996101,4.137254901960785,23,205,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2008,204.74193749277413,1786.1954586643385,97.91842090461999,863.6457817303128,7,9,0.438,339,381,-42,16,4978,961,5.2,35,16,287,309,509,3379,21,19,6.0,176,397,1599,10,4.0,83,33.0,18.4,-133.8,0.0,6.638506876227898,4.027707808564232,31,259,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2009,212.0,1727.0,98.0,758.0,8,8,0.5,330,281,49,16,4652,939,5.0,24,10,238,312,528,3052,23,14,5.4,137,371,1600,12,4.3,77,27.6,10.2,-137.18,0.0,5.78030303030303,4.3126684636118595,35,214,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2010,209.0,1773.0,112.0,934.0,6,10,0.375,305,346,-41,16,5013,945,5.3,23,8,251,282,500,3356,19,15,6.2,149,401,1657,10,4.1,85,26.8,11.1,-95.38,0.0,6.712,4.132169576059851,29,234,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2011,211.0,1881.0,113.0,1014.0,13,3,0.813,380,229,151,16,4974,993,5.0,10,5,282,277,451,2930,18,5,5.9,150,498,2044,14,4.1,101,39.6,5.2,-152.56,0.0,6.496674057649668,4.104417670682731,32,251,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2012,201.0,1713.0,109.0,960.0,11,4,0.719,397,273,124,16,5789,969,6.0,16,8,322,289,436,3298,23,8,6.9,172,492,2491,17,5.1,128,39.3,7.9,-15.31,0.0,7.564220183486238,5.063008130081301,40,300,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2013,199.0,1723.0,103.0,845.0,12,4,0.75,406,272,134,16,5180,961,5.4,18,10,286,244,417,2979,21,8,6.5,148,505,2201,18,4.4,115,37.8,9.0,58.16,0.0,7.143884892086331,4.358415841584159,39,263,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2014,238.0,1848.0,116.0,939.0,8,8,0.5,306,340,-34,16,5239,1009,5.2,22,12,303,292,487,3063,20,10,5.7,165,470,2176,10,4.6,104,30.9,11.8,13.79,0.0,6.28952772073922,4.629787234042553,30,269,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2015,225.0,1743.0,113.0,823.0,5,11,0.313,238,387,-149,16,4860,969,5.0,17,5,261,322,526,3316,16,12,5.7,154,390,1544,7,4.0,83,25.8,8.2,-46.9,0.0,6.304182509505703,3.958974358974359,23,237,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2016,192.0,1611.0,99.0,831.0,2,14,0.125,309,480,-171,16,4930,996,4.9,25,15,287,287,491,2911,21,10,5.4,152,458,2019,15,4.4,116,27.4,10.7,-75.71,0.0,5.928716904276985,4.408296943231441,36,268,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2017,220.0,1780.0,123.0,988.0,6,10,0.375,331,383,-52,16,5587,1058,5.3,23,8,321,362,607,3925,15,15,6.0,206,408,1662,15,4.1,88,37.5,12.0,-173.95,0.0,6.466227347611203,4.073529411764706,30,294,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2018,229.0,1993.0,113.0,987.0,4,12,0.25,342,435,-93,16,5769,1003,5.8,32,12,344,331,532,3867,26,20,6.7,201,423,1902,7,4.5,98,37.0,17.1,20.95,0.0,7.268796992481203,4.49645390070922,33,299,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2019,221.0,1896.0,105.0,939.0,13,3,0.813,479,310,169,16,6097,1012,6.0,23,10,336,331,478,3792,28,13,7.4,195,498,2305,23,4.6,110,44.3,12.0,140.39,0.0,7.933054393305439,4.628514056224899,51,305,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2020,164.0,1440.0,85.0,731.0,6,10,0.375,376,390,-14,16,5922,1046,5.7,31,14,350,371,570,4033,25,17,6.6,217,437,1889,19,4.3,101,36.3,14.8,55.7,0.0,7.075438596491228,4.322654462242563,44,318,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021,187.0,1788.0,96.0,1010.0,10,7,0.588,427,365,62,17,6387,1046,6.1,24,10,361,343,514,4221,26,14,7.7,200,499,2166,22,4.3,130,41.2,11.5,130.03,0.0,8.212062256809338,4.340681362725451,48,330,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2022,181.0,1502.0,92.0,720.0,13,4,0.765,450,277,173,17,6216,1047,5.9,17,8,347,338,512,3856,30,9,7.1,188,504,2360,20,4.7,132,41.4,9.1,161.29,0.0,7.53125,4.682539682539683,50,320,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2023,204.0126565287559,1713.364527734123,95.67704973437773,839.0236568652157,12,5,0.706,491,298,193,17,6773,1024,6.6,18,6,383,336,491,4384,33,12,8.4,207,499,2389,27,4.8,147,45.3,10.1,231.48,0.0,8.928716904276985,4.787575150300601,60,354,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2003,198.62394716668047,1771.401482862212,94.45632111769136,881.3371269736242,10,6,0.625,404,327,77,16,5627,1017,5.5,29,13,338,317,521,3618,27,16,6.4,190,453,2009,17,4.4,121,36.2,13.5,-37.4,0.0,6.9443378119001915,4.434878587196468,44,311,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2004,202.6232932362533,1785.5462325818216,98.07243239862768,949.8732105399827,9,7,0.563,371,373,-2,16,5634,1034,5.4,27,9,320,304,532,3539,23,18,6.3,189,468,2095,17,4.5,110,32.6,14.0,-65.26,0.0,6.652255639097745,4.476495726495727,40,299,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2005,203.24660671864797,1697.1107950107157,89.30472074997273,754.0375426470634,13,3,0.813,452,271,181,16,5915,1020,5.8,17,7,361,307,474,3458,25,10,6.9,192,519,2457,29,4.7,142,38.9,8.1,48.65,0.0,7.29535864978903,4.734104046242774,54,334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2006,195.0922191919131,1731.7103423292485,96.16614562171164,803.7881344219284,9,7,0.563,335,341,-6,16,4977,1045,4.8,34,12,312,292,512,3054,26,22,5.4,167,484,1923,8,4.0,112,29.9,17.3,-202.3,0.0,5.96484375,3.9731404958677685,34,279,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2007,206.10333894236885,1728.139860945148,101.22349304173149,816.2794293022536,10,6,0.625,393,291,102,16,5583,1056,5.3,24,11,323,371,590,3964,30,13,6.3,211,430,1619,9,3.8,93,33.2,11.4,-107.06,0.0,6.71864406779661,3.7651162790697676,39,304,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2008,204.84679979369892,1756.9098780710788,104.2448482612461,878.9603532387702,4,12,0.25,294,392,-98,16,4385,927,4.7,27,12,265,262,474,2617,18,15,5.1,142,417,1768,10,4.2,104,29.5,13.6,-125.55,0.0,5.5210970464135025,4.2398081534772185,28,246,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2009,207.0,1811.0,95.0,840.0,5,11,0.313,280,390,-110,16,5069,1045,4.9,31,12,297,372,609,3503,20,19,5.4,184,395,1566,7,4.0,80,26.3,15.5,-169.53,0.0,5.752052545155993,3.9645569620253163,27,264,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2010,192.0,1599.0,101.0,890.0,7,9,0.438,310,407,-97,16,4765,964,4.9,31,11,260,324,544,3341,14,20,5.8,159,385,1424,13,3.7,81,26.5,14.8,-197.05,0.0,6.141544117647059,3.6987012987012986,27,240,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2011,233.0,1949.0,136.0,1027.0,7,9,0.438,321,315,6,16,4861,1003,4.8,23,9,265,299,509,3105,15,14,5.6,153,444,1756,15,4.0,89,27.8,11.6,-137.47,0.0,6.100196463654224,3.954954954954955,30,242,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2012,212.0,1792.0,110.0,890.0,11,5,0.688,412,245,167,16,5610,974,5.8,18,8,311,259,405,3031,27,10,6.9,153,536,2579,16,4.8,129,39.4,10.0,9.07,0.0,7.48395061728395,4.811567164179104,43,282,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2013,226.0,2072.0,128.0,1193.0,13,3,0.813,417,231,186,16,5424,973,5.6,19,10,307,267,420,3236,27,9,7.0,160,509,2188,14,4.3,116,40.7,9.3,60.55,1.0,7.704761904761905,4.298624754420432,41,276,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2014,200.0,1625.0,130.0,1012.0,12,4,0.75,394,254,140,16,6012,1021,5.9,14,7,328,287,454,3250,20,7,6.6,160,525,2762,20,5.3,144,40.6,6.9,137.18,0.0,7.158590308370044,5.260952380952381,40,304,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015,211.0,1807.0,117.0,1007.0,10,6,0.625,423,277,146,16,6058,1035,5.9,16,8,335,333,489,3790,34,8,7.1,190,500,2268,10,4.5,128,42.0,8.6,129.31,0.0,7.750511247443763,4.536,44,318,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2016,220.0,1895.0,117.0,970.0,10,5,0.656,354,292,62,16,5715,1012,5.6,18,6,313,368,567,4124,23,12,6.8,203,403,1591,13,3.9,85,37.3,9.7,-11.48,0.0,7.27336860670194,3.9478908188585606,36,288,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2017,250.0,2220.0,148.0,1342.0,9,7,0.563,366,332,34,16,5286,1007,5.2,17,5,299,340,555,3657,34,12,6.1,183,409,1629,4,4.0,85,30.5,8.6,-78.12,0.0,6.589189189189189,3.9828850855745723,38,268,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2018,219.0,1940.0,110.0,954.0,10,6,0.625,428,347,81,16,5653,1012,5.6,11,4,329,280,427,3093,35,7,6.5,156,534,2560,15,4.8,133,39.8,6.1,128.78,0.0,7.243559718969555,4.794007490636704,50,289,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2019,206.0,1680.0,109.0,882.0,11,5,0.688,405,398,7,16,5991,1046,5.7,20,14,341,341,517,3791,31,6,6.7,190,481,2200,15,4.6,121,36.5,10.6,86.55,0.0,7.332688588007737,4.573804573804574,46,311,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2020,178.0,1465.0,84.0,662.0,12,4,0.75,459,371,88,16,5912,1022,5.8,18,5,356,388,563,3941,40,13,6.5,216,411,1971,15,4.8,111,44.4,10.1,129.24,0.0,7.0,4.795620437956204,55,327,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021,183.0,1646.0,93.0,773.0,7,10,0.412,395,366,29,17,5506,954,5.8,13,6,302,324,495,3432,30,7,6.3,166,413,2074,18,5.0,106,34.8,7.0,101.56,0.0,6.933333333333334,5.021791767554479,48,272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2022,197.0,1617.0,102.0,834.0,9,8,0.529,407,401,6,17,5976,1044,5.7,23,11,346,399,573,3934,30,12,6.4,206,425,2042,12,4.8,106,40.6,11.2,63.6,0.0,6.865619546247818,4.804705882352941,42,312,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2023,208.8424236502609,1717.873496383197,111.90386476174848,910.7653277942211,9,8,0.529,364,402,-38,17,5490,995,5.5,17,5,317,371,575,3910,23,12,6.4,189,382,1580,11,4.1,93,38.8,8.4,62.33,0.0,6.8,4.136125654450262,34,282,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2003,209.56859710744754,1813.9833904925174,105.30283134792947,968.8461116674565,7,9,0.438,301,264,37,16,5453,1036,5.3,31,9,307,369,592,3805,27,22,6.2,190,421,1648,5,3.9,86,25.5,16.0,-214.9,0.0,6.427364864864865,3.9144893111638956,32,276,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2004,197.27633730447636,1696.745167632606,97.44784347847592,827.9885860119514,5,11,0.313,301,304,-3,16,4963,949,5.2,36,18,271,340,512,3474,24,18,6.2,175,393,1489,9,3.8,74,24.7,18.6,-201.99,0.0,6.78515625,3.7888040712468194,33,249,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2005,198.41556438351762,1585.7044941577335,99.14513418109495,792.4216958658653,11,5,0.688,300,274,26,16,4716,985,4.8,23,9,268,303,487,2890,17,14,5.5,161,457,1826,13,4.0,83,27.4,11.6,-198.56,0.0,5.9342915811088295,3.9956236323851204,30,244,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2006,205.07738211604718,1654.4471232821722,117.23812170795799,933.219038647598,4,12,0.25,211,353,-142,16,4321,972,4.4,32,14,237,296,535,2798,14,18,4.9,133,404,1523,6,3.8,82,19.5,16.3,-287.73,0.0,5.229906542056074,3.76980198019802,20,215,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2007,206.4404345141367,1611.0891145546848,107.38244234517187,891.1384006196706,9,7,0.563,334,270,64,16,5229,975,5.4,20,12,281,316,490,3357,18,8,6.4,162,449,1872,15,4.2,98,33.0,9.7,-156.35,0.0,6.851020408163265,4.169265033407572,33,260,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2008,206.3558503241706,1667.7444487360876,105.81640131690331,978.3731311884061,9,7,0.563,361,323,38,16,5456,1045,5.2,26,13,298,355,562,3619,18,13,6.1,184,451,1837,13,4.1,100,33.3,12.7,-192.43,0.0,6.43950177935943,4.073170731707317,31,284,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2009,172.0,1422.0,92.0,691.0,3,13,0.188,244,400,-156,16,4600,961,4.8,34,5,246,279,524,2973,18,29,5.3,148,404,1627,5,4.0,80,20.1,17.5,-226.98,0.0,5.673664122137405,4.0272277227722775,23,228,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2010,179.0,1513.0,100.0,837.0,10,6,0.625,341,318,23,16,5362,955,5.6,19,13,288,306,494,3361,26,6,6.4,172,431,2001,9,4.6,97,33.7,9.3,-94.23,0.0,6.803643724696356,4.642691415313225,35,269,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2011,218.0,1793.0,123.0,1007.0,4,12,0.25,287,494,-207,16,5108,966,5.3,40,16,277,365,588,3650,17,24,5.9,180,346,1458,9,4.2,74,28.7,20.4,-185.87,0.0,6.207482993197279,4.213872832369942,26,254,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2012,204.0,1671.0,101.0,820.0,7,9,0.438,389,394,-5,16,5820,1008,5.8,23,6,301,311,566,3983,27,17,6.7,188,416,1837,13,4.4,89,35.2,10.9,-32.9,0.0,7.0371024734982335,4.415865384615385,40,277,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,226.0,2148.0,121.0,1136.0,4,12,0.25,288,389,-101,16,4432,981,4.5,21,9,269,291,514,2820,22,12,5.0,157,420,1612,6,3.8,75,27.1,9.6,-79.47,0.0,5.4863813229571985,3.8380952380952382,28,232,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2014,224.0,1874.0,118.0,939.0,2,14,0.125,277,410,-133,16,4672,936,5.0,33,13,263,301,531,3297,21,20,5.7,162,353,1375,7,3.9,72,26.7,17.2,-67.27,0.0,6.209039548022599,3.895184135977337,28,234,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
